"layer","table_name","column_name","data_type","is_primary_key","to_update"
"gold","dim_hero","match_picks","integer","no",""
"gold","dim_hero","match_wins","integer","no",""
"gold","dim_hero","match_win_rate","numeric","no",""
"gold","dim_hero","match_avg_kda","numeric","no",""
"gold","dim_hero","match_avg_gpm","numeric","no",""
"gold","dim_hero","match_avg_xpm","numeric","no",""
"gold","dim_hero","match_avg_hero_damage","numeric","no",""
"gold","dim_hero","match_avg_tower_damage","numeric","no",""
"gold","dim_hero","match_avg_hero_healing","numeric","no",""
"gold","dim_hero","match_avg_last_hits","numeric","no",""
"gold","dim_hero","match_avg_denies","numeric","no",""
"gold","dim_hero","match_avg_net_worth","numeric","no",""
"gold","dim_hero","match_avg_stuns","numeric","no",""
"gold","dim_hero","match_avg_level","numeric","no",""
"gold","dim_hero","match_total_kills","integer","no",""
"gold","dim_hero","match_total_deaths","integer","no",""
"gold","dim_hero","match_total_assists","integer","no",""
"gold","dim_hero","match_firstbloods","integer","no",""
"gold","dim_hero","match_draft_picks","integer","no",""
"gold","dim_hero","match_draft_bans","integer","no",""
"gold","dim_hero_role","hero_id","text","no",""
"gold","dim_hero_role","role","text","no",""
"gold","dim_item","item_id","text","no",""
"gold","dim_item","item_internal_name","text","no",""
"gold","dim_item","item_name","text","no",""
"gold","dim_league","leagueid","text","no",""
"gold","dim_league","league_name","text","no",""
"gold","dim_league","tier","text","no",""
"gold","dim_league","ticket","text","no",""
"gold","dim_league","banner","text","no",""
"gold","dim_lobby_type","lobby_type_id","text","no",""
"gold","dim_lobby_type","lobby_type_name","text","no",""
"gold","dim_lobby_type","is_balanced","boolean","no",""
"gold","dim_patch","patch_id","text","no",""
"gold","dim_patch","patch_name","text","no",""
"gold","dim_patch","patch_date","date","no",""
"gold","dim_patch","sort_order","integer","no",""
"gold","dim_player","account_id","text","no",""
"gold","dim_player","player_name","text","no",""
"gold","dim_player","rank_tier","text","no",""
"gold","dim_player","team_id","text","no",""
"gold","dim_player","player_type","text","no",""
"gold","dim_player","match_picks","integer","no",""
"gold","dim_player","match_wins","integer","no",""
"gold","dim_player","match_win_rate","numeric","no",""
"gold","dim_player","match_avg_kda","numeric","no",""
"gold","dim_player","match_avg_gpm","numeric","no",""
"gold","dim_player","match_avg_xpm","numeric","no",""
"gold","dim_player","match_avg_hero_damage","numeric","no",""
"gold","dim_player","match_avg_tower_damage","numeric","no",""
"gold","dim_player","match_avg_hero_healing","numeric","no",""
"gold","dim_player","match_avg_last_hits","numeric","no",""
"gold","dim_player","match_avg_denies","numeric","no",""
"gold","dim_player","match_avg_net_worth","numeric","no",""
"gold","dim_player","match_avg_stuns","numeric","no",""
"gold","dim_player","match_avg_level","numeric","no",""
"gold","dim_player","match_total_kills","integer","no",""
"gold","dim_player","match_total_deaths","integer","no",""
"gold","dim_player","match_total_assists","integer","no",""
"gold","dim_player","match_firstbloods","integer","no",""
"gold","dim_player","match_avg_rune_pickups","numeric","no",""
"gold","dim_player","match_avg_buybacks","numeric","no",""
"gold","dim_region","region_id","text","no",""
"gold","dim_region","region_name","text","no",""
"gold","dim_rune","rune_key","integer","no",""
"gold","dim_rune","rune_name","text","no",""
"gold","dim_team","team_id","text","no",""
"gold","dim_team","team_name","text","no",""
"gold","dim_team","team_tag","text","no",""
"gold","dim_team","rating","numeric","no",""
"gold","dim_team","wins","integer","no",""
"gold","dim_team","losses","integer","no",""
"gold","dim_team","logo_url","text","no",""
"gold","dim_team","match_appearances","integer","no",""
"gold","dim_team","match_wins","integer","no",""
"gold","dim_team","match_losses","integer","no",""
"gold","dim_team","match_win_rate","numeric","no",""
"gold","dim_team","match_avg_score","numeric","no",""
"gold","dim_team","match_avg_opponent_score","numeric","no",""
"gold","dim_team","match_avg_score_differential","numeric","no",""
"gold","dim_team","match_total_score","integer","no",""
"gold","fact_hero_matchup_stats","matchup_label","text","no",""
"gold","fact_hero_matchup_stats","matchup_games","integer","no",""
"gold","fact_hero_matchup_stats","radiant_wins","integer","no",""
"gold","fact_hero_matchup_stats","dire_wins","integer","no",""
"gold","fact_hero_matchup_stats","radiant_win_rate","numeric","no",""
"gold","fact_hero_matchup_stats","dire_win_rate","numeric","no",""
"gold","fact_hero_matchups","match_id","text","no",""
"gold","fact_hero_matchups","radiant_hero_id","text","no",""
"gold","fact_hero_matchups","dire_hero_id","text","no",""
"gold","fact_hero_matchups","matchup_label","text","no",""
"gold","fact_hero_matchups","radiant_win","boolean","no",""
"gold","fact_hero_matchups_hero","match_id","text","no",""
"gold","fact_hero_matchups_hero","hero_id","text","no",""
"gold","fact_hero_matchups_hero","opponent_id","text","no",""
"gold","fact_hero_matchups_hero","hero_name","text","no",""
"gold","fact_hero_matchups_hero","opponent_name","text","no",""
"gold","fact_hero_matchups_hero","matchup_label","text","no",""
"gold","fact_hero_matchups_hero","hero_win","boolean","no",""
"gold","fact_hero_side","hero_id","text","no",""
"gold","fact_hero_side","side","text","no",""
"gold","fact_hero_side","hero_side_picks","integer","no",""
"gold","fact_hero_side","hero_side_wins","integer","no",""
"gold","fact_hero_side","hero_side_win_rate","numeric","no",""
"gold","fact_match_player_damage","match_id","text","no",""
"gold","fact_match_player_damage","player_slot","text","no",""
"gold","fact_match_player_damage","account_id","text","no",""
"gold","fact_match_player_damage","hero_id","text","no",""
"gold","fact_match_player_damage","side","text","no",""
"gold","fact_match_player_damage","target_key","text","no",""
"gold","fact_match_player_damage","target_category","text","no",""
"gold","fact_match_player_damage","target_name","text","no",""
"gold","fact_match_player_damage","damage_amount","integer","no",""
"gold","fact_match_player_damage","player_name","text","no",""
"gold","fact_match_player_damage","hero_name","text","no",""
"gold","fact_match_player_damage_taken","match_id","text","no",""
"gold","fact_match_player_damage_taken","player_slot","text","no",""
"gold","fact_match_player_damage_taken","account_id","text","no",""
"gold","fact_match_player_damage_taken","hero_id","text","no",""
"gold","fact_match_player_damage_taken","side","text","no",""
"gold","fact_match_player_damage_taken","source_key","text","no",""
"gold","fact_match_player_damage_taken","source_category","text","no",""
"gold","fact_match_player_damage_taken","source_name","text","no",""
"gold","fact_match_player_damage_taken","damage_amount","integer","no",""
"gold","fact_match_player_damage_taken","player_name","text","no",""
"gold","fact_match_player_damage_taken","hero_name","text","no",""
"gold","fact_match_player_item_purchases","match_id","text","no",""
"gold","fact_match_player_item_purchases","player_slot","text","no",""
"gold","fact_match_player_item_purchases","account_id","text","no",""
"gold","fact_match_player_item_purchases","hero_id","text","no",""
"gold","fact_match_player_item_purchases","side","text","no",""
"gold","fact_match_player_item_purchases","purchase_index","bigint","no",""
"gold","fact_match_player_item_purchases","item_internal_name","text","no",""
"gold","fact_match_player_item_purchases","time_sec","integer","no",""
"gold","fact_match_player_item_purchases","minute","integer","no",""
"gold","fact_match_player_item_purchases","item_name","text","no",""
"gold","fact_match_player_item_purchases","player_name","text","no",""
"gold","fact_match_player_item_purchases","hero_localized_name","text","no",""
"gold","fact_match_player_minute","match_id","text","no",""
"gold","fact_match_player_minute","player_slot","text","no",""
"gold","fact_match_player_minute","account_id","text","no",""
"gold","fact_match_player_minute","hero_id","text","no",""
"gold","fact_match_player_minute","side","text","no",""
"gold","fact_match_player_minute","minute","integer","no",""
"gold","fact_match_player_minute","time_sec","numeric","no",""
"gold","fact_match_player_minute","gold","integer","no",""
"gold","fact_match_player_minute","xp","integer","no",""
"gold","fact_match_player_minute","level","integer","no",""
"gold","fact_match_player_minute","last_hits","integer","no",""
"gold","fact_match_player_minute","denies","integer","no",""
"gold","fact_match_player_minute","player_name","text","no",""
"gold","fact_match_player_minute","hero_localized_name","text","no",""
"gold","fact_match_player_runes","match_id","text","no",""
"gold","fact_match_player_runes","player_slot","text","no",""
"gold","fact_match_player_runes","account_id","text","no",""
"gold","fact_match_player_runes","hero_id","text","no",""
"gold","fact_match_player_runes","side","text","no",""
"gold","fact_match_player_runes","rune_key","integer","no",""
"gold","fact_match_player_runes","rune_name","text","no",""
"gold","fact_match_player_runes","rune_count","integer","no",""
"gold","fact_match_player_runes","player_name","text","no",""
"gold","fact_match_player_runes","hero_localized_name","text","no",""
"gold","fact_match_player_skills","match_id","text","no",""
"gold","fact_match_player_skills","player_slot","text","no",""
"gold","fact_match_player_skills","account_id","text","no",""
"gold","fact_match_player_skills","hero_id","text","no",""
"gold","fact_match_player_skills","side","text","no",""
"gold","fact_match_player_skills","upgrade_index","bigint","no",""
"gold","fact_match_player_skills","ability_id","text","no",""
"gold","fact_match_player_skills","ability_internal_name","text","no",""
"gold","fact_match_player_skills","is_talent","boolean","no",""
"gold","fact_match_player_skills","ability_name","text","no",""
"gold","fact_match_player_skills","minute","integer","no",""
"gold","fact_match_player_skills","learn_level","bigint","no",""
"gold","fact_match_player_skills","player_name","text","no",""
"gold","fact_match_player_skills","hero_localized_name","text","no",""
"gold","fact_match_players","match_id","text","no",""
"gold","fact_match_players","player_slot","text","no",""
"gold","fact_match_players","account_id","text","no",""
"gold","fact_match_players","hero_id","text","no",""
"gold","fact_match_players","team_number","text","no",""
"gold","fact_match_players","side","text","no",""
"gold","fact_match_players","team_win","boolean","no",""
"gold","fact_match_players","comp_sig","text","no",""
"gold","fact_match_players","hero_games","bigint","no",""
"gold","fact_match_players","hero_win_rate","numeric","no",""
"gold","fact_match_players","top_skills","text","no",""
"gold","fact_match_players","item_0_name","text","no",""
"gold","fact_match_players","item_1_name","text","no",""
"gold","fact_match_players","item_2_name","text","no",""
"gold","fact_match_players","item_3_name","text","no",""
"gold","fact_match_players","item_4_name","text","no",""
"gold","fact_match_players","item_5_name","text","no",""
"gold","fact_match_players","item_neutral_name","text","no",""
"gold","fact_match_players","gold_early","bigint","no",""
"gold","fact_match_players","gold_mid","bigint","no",""
"gold","fact_match_players","gold_late","bigint","no",""
"gold","fact_match_players","xp_early","bigint","no",""
"gold","fact_match_players","xp_mid","bigint","no",""
"gold","fact_match_players","xp_late","bigint","no",""
"gold","fact_match_players","kills","integer","no",""
"gold","fact_match_players","deaths","integer","no",""
"gold","fact_match_players","assists","integer","no",""
"gold","fact_match_players","kda","numeric","no",""
"gold","fact_match_players","gold","integer","no",""
"gold","fact_match_players","gold_spent","integer","no",""
"gold","fact_match_players","net_worth","integer","no",""
"gold","fact_match_players","gold_per_min","integer","no",""
"gold","fact_match_players","xp_per_min","integer","no",""
"gold","fact_match_players","hero_damage","integer","no",""
"gold","fact_match_players","hero_healing","integer","no",""
"gold","fact_match_players","tower_damage","integer","no",""
"gold","fact_match_players","tower_kills","integer","no",""
"gold","fact_match_players","stuns","numeric","no",""
"gold","fact_match_players","last_hits","integer","no",""
"gold","fact_match_players","denies","integer","no",""
"gold","fact_match_players","camps_stacked","integer","no",""
"gold","fact_match_players","creeps_stacked","integer","no",""
"gold","fact_match_players","neutral_kills","integer","no",""
"gold","fact_match_players","rune_pickups","integer","no",""
"gold","fact_match_players","obs_placed","integer","no",""
"gold","fact_match_players","sen_placed","integer","no",""
"gold","fact_match_players","observer_kills","integer","no",""
"gold","fact_match_players","sentry_kills","integer","no",""
"gold","fact_match_players","purchase_ward_observer","integer","no",""
"gold","fact_match_players","purchase_ward_sentry","integer","no",""
"gold","fact_match_players","level","text","no",""
"gold","fact_match_players","pick_sequence","bigint","no",""
"gold","fact_match_players","ban_sequence","bigint","no",""
"gold","fact_match_players","enemy_heroes_killed","bigint","no",""
"gold","fact_match_players","ward_observer_bought","bigint","no",""
"gold","fact_match_players","ward_sentry_bought","bigint","no",""
"gold","fact_match_players","dust_bought","bigint","no",""
"gold","fact_match_players","smoke_bought","bigint","no",""
"gold","fact_match_players","gem_bought","bigint","no",""
"gold","fact_match_players","support_gold","bigint","no",""
"gold","fact_match_players","damage_taken_physical","bigint","no",""
"gold","fact_match_players","damage_taken_magical","bigint","no",""
"gold","fact_match_players","damage_taken_pure","bigint","no",""
"gold","fact_match_players","item_0","text","no",""
"gold","fact_match_players","item_1","text","no",""
"gold","fact_match_players","item_2","text","no",""
"gold","fact_match_players","item_3","text","no",""
"gold","fact_match_players","item_4","text","no",""
"gold","fact_match_players","item_5","text","no",""
"gold","fact_match_players","item_neutral","text","no",""
"gold","fact_match_players","backpack_0","text","no",""
"gold","fact_match_players","backpack_1","text","no",""
"gold","fact_match_players","backpack_2","text","no",""
"gold","fact_match_players","backpack_3","text","no",""
"gold","fact_match_players","leaver_status","text","no",""
"gold","fact_match_players","randomed","boolean","no",""
"gold","fact_match_players","firstblood_claimed","integer","no",""
"gold","fact_match_players","buyback_count","integer","no",""
"gold","fact_match_players","loaded_at","timestamp with time zone","no",""
"gold","fact_match_team_minute","match_id","text","no",""
"gold","fact_match_team_minute","side","text","no",""
"gold","fact_match_team_minute","minute","integer","no",""
"gold","fact_match_team_minute","team_gold","integer","no",""
"gold","fact_match_team_minute","team_xp","integer","no",""
"gold","fact_match_team_minute","players_sampled","bigint","no",""
"gold","fact_matches","match_id","text","no",""
"gold","fact_matches","radiant_win","boolean","no",""
"gold","fact_matches","winner","text","no",""
"gold","fact_matches","duration_sec","integer","no",""
"gold","fact_matches","duration_min","numeric","no",""
"gold","fact_matches","duration_hour","numeric","no",""
"gold","fact_matches","game_mode_id","text","no",""
"gold","fact_matches","lobby_type_id","text","no",""
"gold","fact_matches","region_id","text","no",""
"gold","fact_matches","patch","text","no",""
"gold","fact_matches","start_time","timestamp with time zone","no",""
"gold","fact_matches","start_date","date","no",""
"gold","fact_matches","radiant_score","integer","no",""
"gold","fact_matches","dire_score","integer","no",""
"gold","fact_matches","score_bucket","text","no",""
"gold","fact_matches","radiant_team_id","text","no",""
"gold","fact_matches","dire_team_id","text","no",""
"gold","fact_matches","has_radiant_team","boolean","no",""
"gold","fact_matches","has_dire_team","boolean","no",""
"gold","fact_matches","leagueid","text","no",""
"gold","fact_matches","first_blood_time","integer","no",""
"gold","fact_matches","human_players","integer","no",""
"gold","fact_matches","pre_game_duration","integer","no",""
"gold","fact_matches","loaded_at","timestamp with time zone","no",""
"gold","fact_phase_momentum","match_id","text","no",""
"gold","fact_phase_momentum","team_number","text","no",""
"gold","fact_phase_momentum","side","text","no",""
"gold","fact_phase_momentum","fight_phase","text","no",""
"gold","fact_phase_momentum","phase_ord","integer","no",""
"gold","fact_phase_momentum","gold_delta","bigint","no",""
"gold","fact_phase_momentum","xp_delta","bigint","no",""
"gold","fact_phase_momentum","deaths","bigint","no",""
"gold","fact_phase_momentum","fights","bigint","no",""
"gold","fact_phase_momentum","radiant_win","boolean","no",""
"gold","fact_phase_momentum","duration_min","numeric","no",""
"gold","fact_phase_momentum","team_win","boolean","no",""
"gold","fact_picks_bans","match_id","text","no",""
"gold","fact_picks_bans","order_no","text","no",""
"gold","fact_picks_bans","order_no_int","integer","no",""
"gold","fact_picks_bans","hero_id","text","no",""
"gold","fact_picks_bans","is_pick","boolean","no",""
"gold","fact_picks_bans","team_number","text","no",""
"gold","fact_picks_bans","active_team","text","no",""
"gold","fact_picks_bans","player_slot","text","no",""
"gold","fact_picks_bans","loaded_at","timestamp with time zone","no",""
"gold","fact_team_h2h","match_id","text","no",""
"gold","fact_team_h2h","team_a_id","text","no",""
"gold","fact_team_h2h","team_b_id","text","no",""
"gold","fact_team_h2h","team_a_name","text","no",""
"gold","fact_team_h2h","team_b_name","text","no",""
"gold","fact_team_h2h","team_a_win","boolean","no",""
"gold","fact_team_h2h","team_a_score","integer","no",""
"gold","fact_team_h2h","team_b_score","integer","no",""
"gold","fact_team_matches","match_id","text","no",""
"gold","fact_team_matches","side","text","no",""
"gold","fact_team_matches","team_id","text","no",""
"gold","fact_team_matches","radiant_win","boolean","no",""
"gold","fact_team_matches","team_win","boolean","no",""
"gold","fact_team_matches","team_score","integer","no",""
"gold","fact_team_matches","opponent_score","integer","no",""
"gold","fact_teamfight_ability_uses","match_id","text","no",""
"gold","fact_teamfight_ability_uses","teamfight_id","text","no",""
"gold","fact_teamfight_ability_uses","player_slot","text","no",""
"gold","fact_teamfight_ability_uses","hero_id","text","no",""
"gold","fact_teamfight_ability_uses","account_id","text","no",""
"gold","fact_teamfight_ability_uses","ability_name","text","no",""
"gold","fact_teamfight_ability_uses","uses","integer","no",""
"gold","fact_teamfight_players","match_id","text","no",""
"gold","fact_teamfight_players","teamfight_id","text","no",""
"gold","fact_teamfight_players","teamfight_start","integer","no",""
"gold","fact_teamfight_players","teamfight_end","integer","no",""
"gold","fact_teamfight_players","player_slot","text","no",""
"gold","fact_teamfight_players","hero_id","text","no",""
"gold","fact_teamfight_players","account_id","text","no",""
"gold","fact_teamfight_players","damage","integer","no",""
"gold","fact_teamfight_players","healing","integer","no",""
"gold","fact_teamfight_players","deaths","integer","no",""
"gold","fact_teamfight_players","buybacks","integer","no",""
"gold","fact_teamfight_players","xp_start","integer","no",""
"gold","fact_teamfight_players","xp_end","integer","no",""
"gold","fact_teamfight_players","xp_delta","integer","no",""
"gold","fact_teamfight_players","gold_delta","integer","no",""
"gold","fact_teamfight_players","ability_uses","text","no",""
"gold","fact_teamfight_players","item_uses","text","no",""
"gold","fact_teamfight_players","ability_targets","text","no",""
"gold","fact_teamfight_players","killed","text","no",""
"gold","fact_teamfight_players","deaths_pos","text","no",""
"gold","fact_teamfight_players","loaded_at","timestamp with time zone","no",""
"gold","fact_teamfights","match_id","text","no",""
"gold","fact_teamfights","teamfight_id","text","no",""
"gold","fact_teamfights","start_time","integer","no",""
"gold","fact_teamfights","end_time","integer","no",""
"gold","fact_teamfights","last_death","integer","no",""
"gold","fact_teamfights","start_min","numeric","no",""
"gold","fact_teamfights","end_min","numeric","no",""
"gold","fact_teamfights","last_death_min","numeric","no",""
"gold","fact_teamfights","fight_phase","text","no",""
"gold","fact_teamfights","deaths","integer","no",""
"gold","fact_teamfights","duration_sec","integer","no",""
"gold","fact_teamfights","duration_min","numeric","no",""
"gold","fact_teamfights","players","text","no",""
"gold","fact_teamfights","loaded_at","timestamp with time zone","no",""
"silver","rune_lookup","rune_key","integer","no",""
"silver","rune_lookup","rune_name","text","no",""
"silver","stg_constants","resource","text","no",""
"silver","stg_constants","resource_payload","jsonb","no",""
"silver","stg_constants","payload_type","text","no",""
"silver","stg_constants","loaded_at","timestamp with time zone","no",""
"silver","stg_hero_stats","hero_id","text","no",""
"silver","stg_hero_stats","pro_pick","integer","no",""
"silver","stg_hero_stats","pro_win","integer","no",""
"silver","stg_hero_stats","pro_ban","integer","no",""
"silver","stg_hero_stats","pub_pick","integer","no",""
"silver","stg_hero_stats","pub_win","integer","no",""
"silver","stg_hero_stats","pub_win_rate","numeric","no",""
"silver","stg_heroes","hero_id","text","no",""
"silver","stg_heroes","hero_name","text","no",""
"silver","stg_heroes","localized_name","text","no",""
"silver","stg_heroes","primary_attr","text","no",""
"silver","stg_heroes","attack_type","text","no",""
"silver","stg_heroes","roles","text","no",""
"silver","stg_heroes","img","text","no",""
"silver","stg_leagues","leagueid","text","no",""
"silver","stg_leagues","league_name","text","no",""
"silver","stg_leagues","tier","text","no",""
"silver","stg_leagues","ticket","text","no",""
"silver","stg_leagues","banner","text","no",""
"silver","stg_match_player_damage","match_id","text","no",""
"silver","stg_match_player_damage","player_slot","text","no",""
"silver","stg_match_player_damage","account_id","text","no",""
"silver","stg_match_player_damage","hero_id","text","no",""
"silver","stg_match_player_damage","side","text","no",""
"silver","stg_match_player_damage","target_key","text","no",""
"silver","stg_match_player_damage","damage_amount","integer","no",""
"silver","stg_match_player_damage_taken","match_id","text","no",""
"silver","stg_match_player_damage_taken","player_slot","text","no",""
"silver","stg_match_player_damage_taken","account_id","text","no",""
"silver","stg_match_player_damage_taken","hero_id","text","no",""
"silver","stg_match_player_damage_taken","side","text","no",""
"silver","stg_match_player_damage_taken","source_key","text","no",""
"silver","stg_match_player_damage_taken","damage_amount","integer","no",""
"silver","stg_match_player_damage_taken_type","match_id","text","no",""
"silver","stg_match_player_damage_taken_type","player_slot","text","no",""
"silver","stg_match_player_damage_taken_type","account_id","text","no",""
"silver","stg_match_player_damage_taken_type","hero_id","text","no",""
"silver","stg_match_player_damage_taken_type","side","text","no",""
"silver","stg_match_player_damage_taken_type","inflictor_key","text","no",""
"silver","stg_match_player_damage_taken_type","damage_type","text","no",""
"silver","stg_match_player_damage_taken_type","damage_amount","integer","no",""
"silver","stg_match_player_item_purchases","match_id","text","no",""
"silver","stg_match_player_item_purchases","player_slot","text","no",""
"silver","stg_match_player_item_purchases","account_id","text","no",""
"silver","stg_match_player_item_purchases","hero_id","text","no",""
"silver","stg_match_player_item_purchases","side","text","no",""
"silver","stg_match_player_item_purchases","purchase_index","bigint","no",""
"silver","stg_match_player_item_purchases","item_internal_name","text","no",""
"silver","stg_match_player_item_purchases","time_sec","integer","no",""
"silver","stg_match_player_item_purchases","minute","integer","no",""
"silver","stg_match_player_kills","match_id","text","no",""
"silver","stg_match_player_kills","player_slot","text","no",""
"silver","stg_match_player_kills","account_id","text","no",""
"silver","stg_match_player_kills","hero_id","text","no",""
"silver","stg_match_player_kills","side","text","no",""
"silver","stg_match_player_kills","kill_index","bigint","no",""
"silver","stg_match_player_kills","victim_hero_name","text","no",""
"silver","stg_match_player_kills","time_sec","integer","no",""
"silver","stg_match_player_kills","minute","integer","no",""
"silver","stg_match_player_minute","match_id","text","no",""
"silver","stg_match_player_minute","player_slot","text","no",""
"silver","stg_match_player_minute","account_id","text","no",""
"silver","stg_match_player_minute","hero_id","text","no",""
"silver","stg_match_player_minute","side","text","no",""
"silver","stg_match_player_minute","time_sec","numeric","no",""
"silver","stg_match_player_minute","minute","integer","no",""
"silver","stg_match_player_minute","gold","integer","no",""
"silver","stg_match_player_minute","xp","integer","no",""
"silver","stg_match_player_minute","last_hits","integer","no",""
"silver","stg_match_player_minute","denies","integer","no",""
"silver","stg_match_player_runes","match_id","text","no",""
"silver","stg_match_player_runes","player_slot","text","no",""
"silver","stg_match_player_runes","account_id","text","no",""
"silver","stg_match_player_runes","hero_id","text","no",""
"silver","stg_match_player_runes","side","text","no",""
"silver","stg_match_player_runes","rune_key","integer","no",""
"silver","stg_match_player_runes","rune_count","integer","no",""
"silver","stg_match_player_skills","match_id","text","no",""
"silver","stg_match_player_skills","player_slot","text","no",""
"silver","stg_match_player_skills","account_id","text","no",""
"silver","stg_match_player_skills","hero_id","text","no",""
"silver","stg_match_player_skills","side","text","no",""
"silver","stg_match_player_skills","upgrade_index","bigint","no",""
"silver","stg_match_player_skills","ability_id","text","no",""
"silver","stg_match_players","match_id","text","no",""
"silver","stg_match_players","player_slot","text","no",""
"silver","stg_match_players","account_id","text","no",""
"silver","stg_match_players","hero_id","text","no",""
"silver","stg_match_players","team_number","text","no",""
"silver","stg_match_players","team_win","boolean","no",""
"silver","stg_match_players","kills","integer","no",""
"silver","stg_match_players","deaths","integer","no",""
"silver","stg_match_players","assists","integer","no",""
"silver","stg_match_players","kda","numeric","no",""
"silver","stg_match_players","gold","integer","no",""
"silver","stg_match_players","gold_spent","integer","no",""
"silver","stg_match_players","net_worth","integer","no",""
"silver","stg_match_players","gold_per_min","integer","no",""
"silver","stg_match_players","xp_per_min","integer","no",""
"silver","stg_match_players","hero_damage","integer","no",""
"silver","stg_match_players","hero_healing","integer","no",""
"silver","stg_match_players","tower_damage","integer","no",""
"silver","stg_match_players","tower_kills","integer","no",""
"silver","stg_match_players","stuns","numeric","no",""
"silver","stg_match_players","last_hits","integer","no",""
"silver","stg_match_players","denies","integer","no",""
"silver","stg_match_players","camps_stacked","integer","no",""
"silver","stg_match_players","creeps_stacked","integer","no",""
"silver","stg_match_players","neutral_kills","integer","no",""
"silver","stg_match_players","rune_pickups","integer","no",""
"silver","stg_match_players","obs_placed","integer","no",""
"silver","stg_match_players","sen_placed","integer","no",""
"silver","stg_match_players","observer_kills","integer","no",""
"silver","stg_match_players","sentry_kills","integer","no",""
"silver","stg_match_players","purchase_ward_observer","integer","no",""
"silver","stg_match_players","purchase_ward_sentry","integer","no",""
"silver","stg_match_players","personaname","text","no",""
"silver","stg_match_players","level","text","no",""
"silver","stg_match_players","item_0","text","no",""
"silver","stg_match_players","item_1","text","no",""
"silver","stg_match_players","item_2","text","no",""
"silver","stg_match_players","item_3","text","no",""
"silver","stg_match_players","item_4","text","no",""
"silver","stg_match_players","item_5","text","no",""
"silver","stg_match_players","item_neutral","text","no",""
"silver","stg_match_players","backpack_0","text","no",""
"silver","stg_match_players","backpack_1","text","no",""
"silver","stg_match_players","backpack_2","text","no",""
"silver","stg_match_players","backpack_3","text","no",""
"silver","stg_match_players","leaver_status","text","no",""
"silver","stg_match_players","randomed","boolean","no",""
"silver","stg_match_players","firstblood_claimed","integer","no",""
"silver","stg_match_players","buyback_count","integer","no",""
"silver","stg_match_players","loaded_at","timestamp with time zone","no",""
"silver","stg_matches","match_id","text","no",""
"silver","stg_matches","radiant_win","boolean","no",""
"silver","stg_matches","winner","text","no",""
"silver","stg_matches","duration_sec","integer","no",""
"silver","stg_matches","game_mode","text","no",""
"silver","stg_matches","lobby_type","text","no",""
"silver","stg_matches","region","text","no",""
"silver","stg_matches","patch","text","no",""
"silver","stg_matches","start_time","timestamp with time zone","no",""
"silver","stg_matches","radiant_score","integer","no",""
"silver","stg_matches","dire_score","integer","no",""
"silver","stg_matches","radiant_team_id","text","no",""
"silver","stg_matches","dire_team_id","text","no",""
"silver","stg_matches","has_radiant_team","boolean","no",""
